x_coord,y_coord,defect_density,particle_size_um,electrical_fail_rate,distance_from_center,true_pattern
0.844,0.101,0.8301423563085356,0.7017432820733148,0.6891679536527301,0.85,Edge Ring
0.666,0.581,0.6338787697642434,1.4120374220868577,0.7588357683288315,0.884,Local Cluster
0.51,0.682,0.7203296291712941,1.6845273746149132,0.5682961053809268,0.851,Local Cluster
-0.106,0.032,0.022870361128952542,0.6403907450037011,0.16472667914920047,0.11,Random
0.071,0.018,0.0005919437990593366,0.4561785885468585,0.007555859880556848,0.074,Random
0.049,0.595,0.010109093244907113,0.4283976373491424,0.01711763598427293,0.597,Random
-0.035,-0.099,0.04731806958330896,0.4980299875327836,0.029654113351605334,0.105,Random
0.317,0.935,0.706736509517362,0.889985435311259,0.7036182125732535,0.987,Edge Ring
0.475,0.69,0.5413608714796164,0.8996123009151358,0.620394772143239,0.837,Local Cluster
-0.35,-0.887,0.6344734727801312,0.7042091095816471,0.5759839692899799,0.953,Edge Ring
0.484,0.5,0.574202935151073,1.0298778744748873,0.5161343111300736,0.696,Donut
0.506,0.44,0.8190669616337459,1.1310322538144602,0.6636859073468202,0.671,Local Cluster
-0.139,-0.133,0.03560296081730475,0.4336008631153706,0.0022835457029916277,0.193,Random
0.312,0.79,0.7546116473978386,1.0032897559770726,0.61101614086033,0.849,Local Cluster
0.439,0.139,0.7310504595017125,2.9435773741850673,0.6466865315807329,0.461,Scratch
0.557,0.736,0.5323609120504318,1.190116403090725,0.4581207211956801,0.923,Local Cluster
0.051,0.047,0.6139198910994493,2.064123210657381,0.6416429279213742,0.07,Scratch
-0.848,-0.128,0.7394431651031619,1.0267986754750418,0.5046551612032562,0.858,Edge Ring
0.055,0.217,0.7663748466023045,0.8635362761886545,0.8187166325159356,0.224,Center Spot
0.757,0.453,0.6020117272414016,0.9517761688371746,0.8442255070849312,0.883,Local Cluster
0.482,0.722,0.5603246787379129,1.1463324007664368,0.6723890156975827,0.868,Local Cluster
0.532,0.628,0.6771240540334772,1.0037920664980693,0.4833391583682718,0.823,Local Cluster
-0.323,0.571,0.005081986244641661,0.46607127608774923,0.07701924270480441,0.656,Random
0.17,-0.918,0.7762806870343746,0.7932292344690057,0.5280666693247748,0.934,Edge Ring
-0.066,0.498,0.5860168583478195,1.2339094831676574,0.5497837843720532,0.502,Donut
0.41,-0.721,0.3,0.5990516531885771,0.045397744585027516,0.83,Random
0.857,0.542,0.7841053834967119,1.5361351747948975,0.4303230766701964,1.014,Local Cluster
0.489,0.424,0.8684629463092973,1.051935024171913,0.6975460992638065,0.647,Local Cluster
0.094,-0.176,0.6550976896852463,1.2543188831725363,0.7031896002213246,0.199,Center Spot
-0.211,-0.653,0.35236778837939786,1.3369361673974465,0.5549224138042406,0.686,Donut
-0.226,-0.11,0.10670503077980334,0.401852786726681,0.006145750376889168,0.252,Random
-0.183,0.532,0.5570783502671814,0.7855342585595813,0.48521206390333427,0.562,Donut
0.629,0.493,0.6004375727589613,1.5513360937381007,0.33762576172857517,0.799,Local Cluster
-0.04,-0.144,0.8141703095541545,1.786909958292859,0.6042880638771455,0.149,Center Spot
0.94,-0.212,0.8616453534400508,0.556771888697087,0.6781099113884889,0.964,Edge Ring
-0.283,0.536,0.05191567091792564,0.7470665442864932,0.12695544976831896,0.606,Random
-0.421,0.635,0.175838571839067,0.3136537910374107,0.13845008646573007,0.762,Random
0.569,-0.22,0.030281669886655052,0.20031023825107447,0.02696676511412584,0.61,Random
-0.845,0.509,0.8257102169724211,0.8394072958433983,0.6044538968847137,0.986,Edge Ring
0.665,0.657,0.6625315598057097,1.2205935335466034,0.6041989526378857,0.935,Local Cluster
0.036,0.208,0.8231794826283291,1.25251315373493,0.6944113969258237,0.212,Center Spot
0.785,0.338,0.8601886826773935,1.1107552858389904,0.721136430112294,0.855,Edge Ring
0.521,0.535,0.8433132144027669,1.094998070979303,0.4780516223940393,0.747,Local Cluster
0.263,-0.887,0.835181863421777,0.441343217711488,0.8984022620197065,0.925,Edge Ring
0.006,0.915,0.7966400565890274,1.1831122380773111,0.6734453828854753,0.915,Edge Ring
-0.107,0.787,0.004281196326113341,0.5668665405116272,0.007682025856020425,0.795,Random
-0.114,-0.035,0.23092985626402218,0.6438518504820006,0.2,0.119,Random
0.405,0.54,0.669571912005301,1.1200640447414656,0.6330599598556128,0.675,Local Cluster
-0.736,0.526,0.056865801586170904,0.3705807887488483,0.0212576729473761,0.904,Random
0.5,0.724,0.8772315567485418,1.6745078930346367,0.6541152160265677,0.88,Local Cluster
0.347,-0.464,0.017525491742217136,0.714584099131175,0.03788782855390529,0.58,Random
-0.606,-0.124,0.5833178537612072,2.5585175526385453,0.5645063748703117,0.618,Scratch
0.037,-0.245,0.05177566771209589,0.5972724558160043,0.004228185610681805,0.248,Random
-0.023,-0.031,0.02577214054020488,0.3180494430034856,0.06076275591268171,0.039,Random
-0.126,0.072,0.1998473732776735,0.7460472516253599,0.07067718328179841,0.145,Random
0.458,0.584,0.642289120512777,1.3780572473154327,0.6692713026201469,0.742,Local Cluster
-0.333,0.25,0.4913089288890726,0.7158253046221372,0.4954411227966985,0.416,Donut
-0.282,0.39,0.5208507660596634,1.0452048171073205,0.3738536070092502,0.482,Donut
0.057,-0.5,0.4877222414229716,0.9943456365209833,0.48025584572115887,0.503,Donut
-0.892,0.378,0.036716522139060966,0.2499608833779542,0.049565661298521,0.969,Random
0.046,-0.027,1.0,1.2902922477792798,0.939617166435943,0.053,Center Spot
-0.589,-0.652,0.6304251866061263,0.7144812887492709,0.6161214140532146,0.879,Edge Ring
-0.555,-0.141,0.6174808543430979,2.2096470042463654,0.5328119211248069,0.573,Scratch
0.041,-0.029,0.04958458480020391,0.30740717448138005,0.02966005466232078,0.05,Random
0.002,-0.896,0.8333112232654775,0.9703939176588238,0.7470562284420843,0.896,Edge Ring
-0.305,0.323,0.518701213642868,0.7939232088863543,0.6262359861567897,0.444,Donut
-0.11,0.409,0.6592110839230357,0.9184450575782488,0.47553656592162324,0.424,Donut
0.05,-0.305,0.12513611510698777,0.637114632946158,0.09638035158667344,0.309,Random
-0.744,-0.605,0.6701591785832585,0.8470447843805365,0.5368103331976602,0.959,Edge Ring
-0.019,-0.109,0.011616058983304683,0.31393423249523034,0.0009318082284844582,0.11,Random
-0.366,-0.149,0.09151310769443165,0.4317385837314026,0.00671505005965042,0.395,Random
-0.809,0.406,0.6982719098150589,0.7813297850402862,0.682751112416351,0.905,Edge Ring
0.697,0.343,0.639751718545954,1.0631482989439307,0.5543553361603266,0.777,Local Cluster
-0.898,-0.229,0.40314061013870117,2.5885716628170794,0.40261225968546377,0.926,Scratch
0.04,-0.387,0.06328217433220855,0.4549456116189174,0.08530019855763521,0.389,Random
-0.122,0.291,0.12154559058057057,0.5685513836696531,0.0078146172705006,0.315,Random
0.031,-0.029,0.8595650334652817,1.5983897066588166,0.7374640268560284,0.043,Center Spot
-0.527,-0.421,0.015525521698515388,0.6506057282786044,0.05877362828866656,0.674,Random
-0.172,-0.465,0.05508341470741514,0.6764913512450765,0.016907291555289392,0.496,Random
-0.402,-0.299,0.6053513435368338,1.1008214795983438,0.5927976870761896,0.501,Donut
-0.106,-0.408,0.6264305707139967,0.5689396043029529,0.5826890021648249,0.422,Donut
0.674,0.607,0.9036769992485254,1.203211365466653,0.6234799518752077,0.907,Local Cluster
-0.091,-0.007,0.03678725810240737,0.5278960405108966,0.15175531674829745,0.091,Random
0.629,0.456,0.7701574430468201,1.1440814949600546,0.5980134507513312,0.777,Local Cluster
0.567,0.221,0.48382503272610733,1.1219673333503426,0.5679265209012061,0.608,Donut
0.531,0.483,0.7217203053862277,1.2929684214794985,0.6521826024791104,0.718,Local Cluster
-0.298,-0.365,0.17938643828983278,0.8499675858804914,0.054511722188137816,0.471,Random
-0.543,0.015,0.4428818070663277,1.2932861909384235,0.540413119384415,0.543,Donut
-0.009,-0.16,0.0024596131819411573,0.7187421142723003,0.011894993852939621,0.16,Random
0.635,0.16,0.6802150679341881,2.823718097934754,0.6633725696431982,0.655,Scratch
0.44,0.476,0.8327013462402266,1.8071049480422463,0.5446545216346268,0.648,Local Cluster
0.089,-0.008,0.0034170199869423263,0.5805201719904783,0.004712074817471247,0.089,Random
0.061,-0.819,0.06188944771974105,0.4429937246230087,0.002779707658069039,0.821,Random
0.648,0.682,0.6577098568397062,1.128844422256378,0.48838928307679375,0.941,Local Cluster
-0.067,0.063,0.7493741050809583,2.462620543502922,0.71572158517733,0.092,Center Spot
0.438,0.497,0.6561746691613621,1.4839464168498278,0.6560362615366219,0.663,Local Cluster
0.751,-0.542,0.6365539406106019,0.8251780002322151,0.453731080829482,0.927,Edge Ring
-0.842,-0.427,0.8937185362319602,0.7374028690127098,0.7495242527270256,0.944,Edge Ring
0.662,0.555,0.5434405618936624,0.7468963544323372,0.6067796665444908,0.864,Edge Ring
0.013,0.081,0.69389775481579,1.7230004354674555,0.6780133067664068,0.082,Center Spot
-0.23,0.047,0.14109693566030537,0.5798140580346653,0.07100610786090936,0.235,Random
0.306,-0.013,0.7270642416425521,3.1390502806169467,0.5258802996739558,0.307,Scratch
0.473,0.472,0.6281007704448469,1.1499903782251018,0.4712949729695767,0.668,Local Cluster
-0.746,-0.541,0.79663087037745,0.36380387899335426,0.5757088143283089,0.921,Edge Ring
0.487,0.429,0.21967035009589847,0.4222943507798483,0.0047259958982688284,0.649,Random
0.527,0.47,0.5575059042661781,0.9355446934922274,0.3933268269957926,0.706,Local Cluster
0.471,0.585,0.7404357181551606,1.715782684851118,0.6829853059317176,0.751,Local Cluster
0.084,-0.082,0.861811830222112,1.470688782542222,0.8257001041107385,0.118,Center Spot
-0.123,0.942,0.75729133244984,0.9325514979021823,0.5651750844346091,0.95,Edge Ring
0.24,0.859,0.7836038716192046,0.5199382629111613,0.6614961673070636,0.891,Edge Ring
-0.341,-0.063,0.4736431162042678,2.5986858207519155,0.5789970930714574,0.347,Scratch
0.488,0.114,0.6765019710373672,2.7840058854528893,0.6349329958563017,0.501,Scratch
0.529,0.537,0.4943863764050468,1.1482638362672635,0.7128128847427531,0.754,Local Cluster
-0.187,0.58,0.5784096761896714,0.7943748980532158,0.3607414468638616,0.609,Donut
-0.014,-0.032,0.008871623618239528,0.6110060919428104,0.027719491917727764,0.035,Random
-0.276,-0.96,0.7437447128279674,0.8556750760545452,0.6871764991290416,0.999,Edge Ring
0.578,0.621,0.5708698184395788,1.6811473266977002,0.5430441166197054,0.849,Local Cluster
0.228,-0.344,0.6792824055101169,1.3302685364144373,0.3557931665631928,0.413,Donut
0.696,0.198,0.6266975322427829,2.0379565276723985,0.4413702147704673,0.723,Scratch
-0.545,0.329,0.0361460475453117,0.5475061728384287,0.003961286169983233,0.637,Random
-0.443,0.109,0.6427069247606685,0.38098822275216904,0.3874509842127921,0.456,Donut
0.248,0.424,0.8180971921134763,1.6247225417910092,0.6377726651717037,0.491,Local Cluster
-0.339,-0.28,0.61487701755088,1.2894069114612092,0.3552690795623879,0.44,Donut
-0.021,-0.019,0.22490908597720352,0.924863307411414,0.044671061177617676,0.028,Random
0.474,0.601,0.5916219567966189,1.3421824778671605,0.4957422830613978,0.766,Local Cluster
-0.787,-0.214,0.4394234537063699,2.8674687386135345,0.7080751273107142,0.815,Scratch
0.581,-0.278,0.004226637038087371,0.4125144177541837,0.0345165688842732,0.644,Random
0.524,0.706,0.6011770766375182,1.36360572926446,0.6340443668325848,0.879,Local Cluster
0.492,0.414,0.41521556317606234,1.5881044245399774,0.42626283795864217,0.642,Donut
0.42,0.559,0.5634561543825944,1.1418954052760728,0.7507765079918267,0.699,Local Cluster
0.371,0.617,0.46623410036509766,1.1357427170329095,0.6551937871347963,0.72,Local Cluster
0.802,-0.452,0.8611038735894547,0.9102090875189657,0.6868260059146096,0.921,Edge Ring
-0.125,-0.182,0.9669972310664128,1.220200760818269,0.4,0.221,Center Spot
-0.751,0.498,0.7856245296758746,0.6245503285748126,0.7264676145037054,0.901,Edge Ring
0.778,0.592,0.5348085909769923,0.9107037947519965,0.49827621591926663,0.977,Edge Ring
-0.744,-0.265,0.5711424296339769,1.5725774900087213,0.6821166398366868,0.79,Scratch
0.589,0.642,0.8692098859143784,0.8165908351872384,0.681554337086679,0.871,Edge Ring
0.134,0.582,0.2383947533937092,0.5005516630159392,0.022809495793683278,0.598,Random
0.371,0.608,0.6448986773348051,0.6591648381889664,0.5958466108498922,0.712,Local Cluster
-0.205,0.0,0.6991494128384484,1.7875633526175023,0.3861277569231556,0.205,Scratch
0.561,0.394,0.4515461672764224,0.8529441760612445,0.6762735176406123,0.685,Local Cluster
0.017,0.832,0.15941638729942467,0.2503504285765111,0.012919320454397133,0.832,Random
0.635,-0.643,0.8174150654427681,0.6319559246602243,0.6838114917345779,0.904,Edge Ring
0.607,0.359,0.005410302253413622,0.5604058857185112,0.07088490588940044,0.706,Random
0.449,0.63,0.8054433485070425,1.2306130699514721,0.5398591079333086,0.774,Local Cluster
0.783,-0.55,0.6669039449543364,0.7606520015502438,0.6127653751844616,0.957,Edge Ring
-0.185,0.56,0.07077648656204283,0.5825270740852203,0.03605879913413125,0.59,Random
-0.79,-0.381,0.7157532512327682,0.7974933865671162,0.7121020866486356,0.877,Edge Ring
0.066,-0.027,0.0796488389817434,0.5901207850841941,0.02782522578309577,0.071,Random
0.61,0.486,0.729309517073869,0.8251715268742283,0.6247300851003122,0.78,Local Cluster
0.424,0.441,0.7632238311095969,1.5474923169291124,0.5632347476140903,0.612,Local Cluster
0.537,0.458,0.6381674840115911,1.7840560904922604,0.5617353152790165,0.706,Local Cluster
-0.584,0.289,0.5425812903929169,0.9495022269938111,0.44349062785404303,0.651,Donut
0.583,0.555,0.7008447935388703,1.3371243579371639,0.3956727814203297,0.805,Local Cluster
-0.02,0.054,0.6805053898275975,1.1317447340852023,0.6991702337876934,0.057,Center Spot
-0.909,0.296,0.05465124189238093,0.5630176953867372,0.029204478908634948,0.956,Random
0.548,0.663,0.7256943188381606,1.150690498145141,0.4843797122923958,0.86,Local Cluster
0.455,-0.365,0.6193763275550538,0.808402633963729,0.4168691188506908,0.583,Donut
0.866,0.413,0.0028928144925689995,0.38408640257990045,0.013943755767557051,0.96,Random
0.628,-0.046,0.11091401035274999,0.16536790237780008,0.1528775144164957,0.63,Random
0.573,0.769,0.6236330734832137,1.7230186110036574,0.5056246394516442,0.959,Local Cluster
0.604,0.446,0.6611998871718858,1.7760262311247537,0.4663713801031814,0.751,Local Cluster
0.526,0.312,0.553508197824328,0.7641062854906621,0.4660975495584052,0.611,Donut
-0.456,-0.4,0.22454410619369686,0.5184558900164751,0.020954539319857458,0.607,Random
0.08,0.133,0.945401542430668,2.178304738457908,0.5024269900344257,0.155,Center Spot
0.557,0.406,0.6936036634377092,1.2511402675857661,0.5737901987992498,0.689,Local Cluster
0.646,0.538,0.8894544011753325,1.1491042645699563,0.6709905995756421,0.841,Local Cluster
-0.343,-0.781,0.288434225757566,0.447040398631951,0.00226449985407704,0.853,Random
0.18,0.103,0.06373813745112297,0.47503335647728967,0.06080562374975839,0.207,Random
-0.168,0.802,0.022026595633284556,0.6219026432273925,0.003428194910076833,0.82,Random
0.021,-0.054,0.008293533627347754,0.6505998575147165,0.0344552212893659,0.058,Random
0.706,0.63,0.6189513999273848,1.1311388154242359,0.44205090599077745,0.946,Local Cluster
0.306,0.617,0.10771908612975777,0.5185424383374829,0.06877647926825219,0.688,Random
-0.894,-0.25,0.7824396995569141,2.9926115902496573,0.6460505220102956,0.928,Scratch
0.648,0.668,0.61200934669913,1.203036666664766,0.6596070621453852,0.931,Local Cluster
0.706,0.468,0.5460666702107095,1.1073241743254885,0.6608799774421193,0.847,Local Cluster
-0.336,-0.445,0.45492347539306005,1.2153288007496976,0.38996911314674504,0.558,Donut
-0.194,-0.438,0.6886755218176563,0.9002130350522376,0.393107259294218,0.479,Donut
-0.218,-0.343,0.6012511914069837,1.0678066970765574,0.4483026578476137,0.406,Donut
0.241,-0.116,0.03492759395182917,0.4172725843456918,0.14630506302092242,0.268,Random
-0.052,-0.901,0.8940635283367089,0.7919273620277627,0.6759648159908074,0.903,Edge Ring
0.012,-0.01,0.7815299505788457,1.0886197875794081,0.5680979357251359,0.015,Center Spot
0.643,0.298,0.7295233197799005,1.697018630130944,0.5204230289463493,0.709,Local Cluster
0.382,0.27,0.5052274458501661,0.763394285567932,0.5173693535871183,0.467,Donut
0.486,0.629,0.6716232047578211,0.9834433998127929,0.4399823963851663,0.795,Local Cluster
-0.626,0.061,0.12028542911981509,0.411114717297123,0.0464864883407873,0.629,Random
-0.411,-0.854,0.07006070752765349,0.4228639126793444,0.006837513521785816,0.948,Random
0.309,-0.466,0.21787498554689536,0.6310104568989171,0.05231605419538685,0.559,Random
0.195,0.267,0.07923347414911489,0.5106417581348366,0.03126358913750864,0.331,Random
0.652,0.572,0.6795157800992537,1.19443838339056,0.6166607973842292,0.868,Local Cluster
0.941,0.062,0.8800847405742593,0.898112541333526,0.5737427921011039,0.943,Edge Ring
0.388,0.294,0.5097204449445419,0.44647724759695806,0.3888668241039893,0.487,Donut
0.394,0.596,0.6298739654519477,1.0125656648710044,0.7509174963932845,0.715,Local Cluster
0.427,-0.027,0.17318762849210906,0.4851890599495414,0.03546127624733444,0.428,Random
-0.546,0.303,0.17663197746336817,0.517326555880188,0.06670859486711733,0.625,Random
0.52,0.149,0.5370514018238559,3.25776180336928,0.6112080607315324,0.541,Scratch
0.726,0.841,0.7164535921251319,1.128159270154942,0.6619276189618997,1.111,Local Cluster
0.364,-0.305,0.08186784262288066,0.5405960496864385,0.13862653146068116,0.475,Random
0.124,0.21,0.16605762640066568,0.6368417898784342,0.006199422426434512,0.244,Random
-0.083,0.558,0.10916512353011029,0.3146382827053984,0.0036829883560503328,0.565,Random
0.39,-0.8,0.7491338307794749,0.960142457968017,0.5170949256087738,0.89,Edge Ring
-0.03,-0.032,0.11649870931883632,0.52954887638513,0.0033418794012539106,0.044,Random
0.558,0.496,0.4832795159351993,1.3973680413194274,0.48128130828015875,0.746,Local Cluster
-0.401,0.279,0.06354762417568859,0.6398814918879052,0.0028228789864287412,0.488,Random
0.676,0.269,0.0326557512652878,0.22965030990374863,0.0074593488041771044,0.727,Random
0.384,-0.19,0.01637952134285632,0.7684512714906573,0.12978478774751126,0.428,Random
0.035,0.06,0.5986810409295467,2.3762247227744635,0.5124029522556888,0.07,Scratch
-0.193,-0.574,0.04450925407286764,0.290349578735996,0.041189350377850424,0.606,Random
0.024,0.031,0.8629719209900215,1.0192746417089598,0.8668330114554599,0.039,Center Spot
0.533,0.652,0.7307072839114096,1.1540849038755019,0.5835911813007946,0.842,Local Cluster
-0.382,-0.829,0.6341503963884862,0.6617920650142208,0.6865877603103439,0.913,Edge Ring
0.514,0.577,0.6003118020451667,1.6633369899453547,0.6153267173680006,0.773,Local Cluster
-0.482,-0.307,0.043073861803138075,0.7098498724235766,0.031097353662131066,0.571,Random
-0.325,-0.02,0.020009855873519458,0.35517873167576636,0.03056479978117026,0.326,Random
-0.191,0.13,0.7229334630455901,1.1420548658625949,0.661112039071464,0.232,Center Spot
-0.513,0.46,0.45302455213931386,0.7937521558748334,0.54197964274219,0.689,Donut
-0.903,-0.388,0.09639767829145432,0.4562925316336288,0.0075514112252884295,0.983,Random
0.207,0.093,0.0297413013298272,0.48099334513152436,0.006006181049553072,0.227,Random
0.012,0.156,0.7744271637894667,1.6117066472107007,0.9008466961717565,0.156,Center Spot
0.56,0.416,0.4026739912251059,1.0135212027363283,0.6360662672443573,0.697,Donut
-0.197,-0.184,0.007541384814650689,0.16129764249170808,0.01884161677209685,0.27,Random
-0.26,0.309,0.0988572775874178,0.3581614647474838,0.0031515723982648517,0.404,Random
-0.475,-0.108,0.5784776545735709,3.244207836389565,0.45283325611913255,0.487,Scratch
-0.641,-0.718,0.9238568303624333,1.1106991948472027,0.6599601227242743,0.963,Edge Ring
-0.092,0.955,0.8136126816979122,0.936395153941708,0.6970128302867235,0.959,Edge Ring
0.82,-0.297,0.0006108274023612563,0.3484683053493236,0.15863718708624192,0.873,Random
-0.577,-0.05,0.019019387847468667,0.5353092345249475,0.015111376413891212,0.58,Random
-0.443,0.07,0.5911789108312466,1.1884827375154263,0.4289869279835346,0.448,Donut
0.063,-0.548,0.6285855454847322,0.5277575657221687,0.5510923452198505,0.551,Donut
0.715,0.537,0.6650794296994932,0.9059922512516961,0.5039434287306286,0.894,Edge Ring
-0.132,-0.021,0.8333866804778948,1.2598491299593428,0.697897217487588,0.133,Center Spot
0.236,0.757,0.06206978084448132,0.5152068658041009,0.09446227846949146,0.793,Random
0.363,0.59,0.49441096402177087,1.7043762580459543,0.7051868167471456,0.693,Local Cluster
-0.625,-0.192,0.6206326673145652,2.7620889297875726,0.5620412000448375,0.654,Scratch
0.019,0.009,0.038664629178413054,0.3753651838866081,0.011476853752376079,0.021,Random
-0.155,-0.594,0.05020529738946824,0.3287689359852658,0.037966280720290464,0.614,Random
0.278,0.901,0.7151142579499127,0.8113961362716362,0.6152077669606366,0.943,Edge Ring
0.587,0.654,0.6254484570592317,1.2015694482474417,0.4746452718090908,0.879,Local Cluster
-0.653,0.025,0.05187871945713334,0.5600260658906373,0.04689147191811534,0.653,Random
0.023,0.011,0.010488630398899211,0.5306314429474964,0.04335106502377489,0.026,Random
0.6,0.362,0.5931037878622504,1.434757479541065,0.5225865607402931,0.701,Local Cluster
0.613,0.418,0.607984787392326,1.2188101148513375,0.6246155851872086,0.741,Local Cluster
0.107,-0.193,0.1785995215310501,0.43031346312894697,0.028423725347306875,0.22,Random
0.486,0.329,0.5966053877490914,1.219700462860489,0.5292204181294826,0.587,Local Cluster
0.142,-0.17,0.6958145920019512,1.6388030982322062,0.7278296517914513,0.221,Center Spot
0.513,-0.014,0.188173424893698,0.3059609864603122,0.02072917045414496,0.514,Random
-0.038,-0.301,0.10732223862950661,0.5186576206484006,0.1784357007408683,0.303,Random
0.487,-0.269,0.02696581228458337,0.3991214154640853,0.03523373905499671,0.556,Random
-0.347,0.613,0.04642631140335144,0.38160915850129623,0.048085307266846684,0.705,Random
0.024,0.159,0.18614506730257488,0.15715997625942768,0.04005243898101258,0.16,Random
-0.063,0.035,0.05709849628457358,0.5664526241959856,0.08104237736322016,0.072,Random
0.57,0.775,0.7928959964153168,1.429682450166985,0.8140229312125611,0.962,Local Cluster
-0.569,0.372,0.5967750810031082,0.5489285181886076,0.2574713614367195,0.68,Donut
0.449,0.134,0.024275744167952144,0.7898367882443509,0.04547234125125049,0.468,Random
-0.178,0.026,0.12623895952012543,0.41851672977224497,0.00895564842672205,0.18,Random
0.521,0.551,0.6013512826069362,1.6493822987137332,0.5335030608421677,0.758,Local Cluster
-0.46,-0.47,0.6637328812016734,1.5418525589780545,0.5728830767077806,0.658,Donut
0.344,0.445,0.5232354244268309,1.6320013211904998,0.8890004497242264,0.563,Local Cluster
0.116,0.016,0.02789458584425901,0.4748457577330363,0.03508920888382242,0.117,Random
0.416,0.489,0.6850783268141741,0.768114501047525,0.5833693684696917,0.642,Local Cluster
0.518,0.4,0.5544986494782324,1.341969787972347,0.6464162820298276,0.655,Local Cluster
-0.8,0.563,0.8116151414671559,0.7472654733581068,0.7400009786510338,0.979,Edge Ring
0.203,0.079,0.0386156898537116,0.6994262708413903,0.020063917784027743,0.218,Random
0.589,0.557,0.7132227654578507,1.5775433987018435,0.47724931154022643,0.811,Local Cluster
0.618,-0.738,0.011758147198366733,0.2867898738687331,0.030086112287885488,0.963,Random
0.491,-0.81,0.00762339521902504,0.3425408948122122,0.0636737175217061,0.947,Random
-0.002,-0.019,0.010581588519031142,0.6824272302290533,0.0007437956786350867,0.019,Random
-0.89,-0.252,0.521075001248278,0.7609382842259844,0.4948737020104853,0.925,Edge Ring
0.017,-0.869,0.05828856325964796,0.5350274503793587,0.13277361260097462,0.87,Random
-0.19,-0.491,0.5593395756482603,0.8626873025201118,0.5300531015965888,0.527,Donut
-0.429,-0.064,0.03956630030910532,0.43829683825396554,0.0034182787888007954,0.434,Random
0.438,0.61,0.5795327211670351,1.4409577431275074,0.6933267479174915,0.75,Local Cluster
-0.478,-0.062,0.6176976061786082,2.7960867650852097,0.7762060714516117,0.483,Scratch
0.509,0.542,0.7510659208384283,1.1198838439961059,0.39759060719235795,0.744,Local Cluster
-0.13,0.633,0.020413102614916138,0.6122563831628561,0.0007217290116276209,0.647,Random
0.425,0.116,0.48442599266503733,2.926241682429479,0.5373290148312228,0.441,Scratch
0.316,-0.219,0.07006799004769755,0.4922433138597378,0.02360683304808141,0.384,Random
-0.577,-0.101,0.6319983867335404,1.1691740686900916,0.46572289742655226,0.585,Donut
-0.433,-0.133,0.06826227261958405,0.4396935571345328,0.07470252653113454,0.453,Random
0.547,0.494,0.7565143835945781,0.8246137490703696,0.4466080472279424,0.737,Local Cluster
0.024,0.152,0.8536496164436977,1.5293011237383283,0.5189048741768348,0.154,Center Spot
0.389,0.538,0.6752649119437562,1.3474972560972682,0.4869886112123787,0.664,Local Cluster
-0.438,-0.384,0.6781974750144357,1.0691894222021199,0.4431259803844761,0.582,Donut
-0.137,0.005,0.8652585204571628,1.281729028509381,0.6074271003663831,0.137,Center Spot
-0.144,-0.023,0.7268724855058445,1.5559738318521716,0.7182237989353446,0.146,Center Spot
-0.584,0.243,0.025655434988695852,0.32930689333537955,0.046970614200429174,0.632,Random
-0.112,-0.048,0.5989319173209224,3.0540045418212993,0.7484672057023491,0.121,Scratch
0.576,0.55,0.13052180898389956,0.5530542952691501,0.05567162921167729,0.796,Random
0.974,-0.136,0.7259290836239407,0.9096535889703572,0.7664644922568072,0.984,Edge Ring
-0.485,0.047,0.5288161785333017,1.250468091401047,0.3303469641511807,0.487,Donut
0.411,-0.126,0.6497231092807495,1.417356674448174,0.5223865889554511,0.43,Donut
-0.894,-0.014,0.9458011016241952,0.6689294390417347,0.5887195643987868,0.894,Edge Ring
0.006,-0.014,0.007821980846006668,0.5751542293565479,0.14436726452697357,0.015,Random
0.581,-0.287,0.5590477654283507,1.0432112124990418,0.49993167626260887,0.648,Donut
0.35,0.412,0.6194855447799481,1.0698786127618016,0.5028253179231214,0.541,Local Cluster
0.501,-0.334,0.562499394399815,0.3,0.3834225478001132,0.602,Donut
-0.242,0.016,0.04159326649647605,0.47285162796485836,0.18183463437054578,0.242,Random
0.487,0.559,0.5361297794770757,1.3562980563564393,0.6283373328998682,0.741,Local Cluster
-0.7,-0.2,0.29968360575159986,0.7537061204960107,0.041635222135715924,0.728,Random
0.162,0.144,0.7292894576669005,1.1609259100743778,0.7634704255550125,0.217,Center Spot
-0.893,0.291,0.8151280358401006,0.68299182240948,0.7122315997357439,0.939,Edge Ring
-0.742,-0.186,0.6173748119387505,2.49767318550796,0.4175182418170821,0.765,Scratch
0.622,0.126,0.741399191574051,2.238433610081786,0.5540859039686035,0.634,Scratch
0.682,0.645,0.8802938768858357,0.5302471941541953,0.41523856862527464,0.939,Edge Ring
0.668,0.591,0.3736593808339426,1.5075850041338024,0.6779638622899524,0.892,Local Cluster
0.717,0.558,0.4198037809490905,1.6796119554323137,0.5292182920322799,0.909,Local Cluster
0.554,0.606,0.6765322505571664,1.5551412735390104,0.3,0.822,Local Cluster
-0.216,-0.433,0.3543741425341457,1.0871328567159144,0.3696540370342753,0.484,Donut
0.497,0.423,0.6200483212176945,0.8855368733788543,0.44032335447020493,0.652,Donut
0.531,0.327,0.7846418623952381,1.5089437217337085,0.5651528472364857,0.623,Local Cluster
-0.263,-0.123,0.05012444042643928,0.41367878246251233,0.06497203758720782,0.29,Random
0.433,0.17,0.36837806735457856,1.3482707713555755,0.39136279352771725,0.466,Donut
0.055,-0.041,0.07353271985230639,0.4382061992276414,0.01984183744654211,0.068,Random
